result_set_id,user_id,raw_query,n_hits,hit_listing_ids,ground_truth_listing_ids,live_pred_listing_ids
rs_300424,usr_1172,"tìm nhà đất Phường An Nhơn dưới 2.2 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trung tâm thương mại",4,45190095;45087480;44398073;45158919,45190095;44923306;45087480;44398073;45156251;45158919;44942519;44972736;44826534;44359327,45190095;45158919;44398073;45087480;44229900;45078935;45073001;45152520;44945779;45170744
rs_300425,usr_1173,"cần mua nhà đất 2 phòng ngủ ở Xã Nhà Bè để ở, dưới 2.7 tỷ, có sân thể thao",0,,45200975;45203517;44741333;44582359;45206999;45201332;44315816;45132003;44949894;44014157,44385645;44261451;44597730;44378630;45140583;45054263;45253417;45159575;44089093;45069226
rs_300426,usr_1173,"nhà đất Xã Nhà Bè dưới 2.7 tỷ cho gia đình, 2 phòng ngủ, có sân thể thao",0,,45200975;45203517;44741333;44582359;45206999;45201332;44315816;45132003;44949894;44014157,44261451;44597730;44385645;45140583;44378630;45253417;45159575;45054263;44089093;45268965
rs_300427,usr_1174,"căn hộ Xã Nhà Bè dưới 2.5 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, có hồ bơi",0,,44986524;44887604;44134283;43830855;45200975;45203517;44741333;44582359;45206999;44315816,45253417;44385645;44261451;44949894;45213093;45140583;45069226;44572247;44378630;45253260
rs_300428,usr_1174,"cần mua nhà đất 2 phòng ngủ ở Phường Bình Trị Đông để ở, dưới 2.5 tỷ, có hồ bơi",5,45256250;45256231;44865186;45251495;45264890,45193938;45190121;45181375;45092572;45256250;45256231;45124344;44865186;45251495;45264890,45256250;45256231;45256146;45264890;45250342;45257711;44865186;45250656;45251495;45269189
rs_300429,usr_1175,"cần mua nhà đất 3 phòng ngủ ở Phường An Phú Đông để ở, dưới 23.3 tỷ, gần trường học",2,45127270;45250947,45127270;44390382;44670333;45083827;45192019;44639724;44269504;45180546;45250947;45236207,45120025;45016734;45127270;45016136;45250947;45199407;44619715;45197139;45071210;44139929
rs_300430,usr_1175,"cần mua nhà đất 3 phòng ngủ ở Phường An Phú Đông để ở, dưới 23.3 tỷ, gần trường học",2,45127270;45250947,45127270;44390382;44670333;45083827;45192019;44639724;44269504;45180546;45250947;45236207,45016734;45120025;45127270;45016136;44619715;45199407;45250947;45197139;44139929;45178705
rs_300431,usr_1176,"tìm căn hộ Phường Long Bình dưới 8.0 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trung tâm thương mại",5,43960856;43321672;45266104;43537623;44048727,45222670;43317425;43241856;44756510;43960856;43321672;45266104;45084822;43537623;44048727,44048727;43537623;44034581;45266104;45250823;43436120;43321672;43960856;43572439;44288363
rs_300432,usr_1176,"căn hộ Phường Long Bình dưới 8.0 tỷ dòng tiền tốt, 2 phòng ngủ, gần trung tâm thương mại",5,43960856;43321672;45266104;43537623;44048727,45222670;43317425;43241856;44756510;43960856;43321672;45266104;45084822;43537623;44048727,43537623;45266104;44350831;43321672;44130737;43572439;44048727;43436120;44143992;43960856
rs_300433,usr_1177,"nhà đất Phường An Phú Đông dưới 3.0 tỷ cho thuê lại được, 2 phòng ngủ, gần trung tâm thương mại",6,44139929;45120025;45199407;45250947;45016136;45016734,44139929;45120025;45083827;45199407;45119799;45250947;45236207;45016136;45071210;45016734,45016734;45250947;45120025;45016136;45197139;44619715;45127270;44139929;45199407;44994501
rs_300434,usr_1177,"căn hộ Phường Bình Đông dưới 3.0 tỷ dòng tiền tốt, 2 phòng ngủ, gần trung tâm thương mại",7,43963943;45212351;45186016;44990569;45257511;45054302;45258179,43963943;45212351;45186016;44990569;45212198;45105953;45257511;45054302;45258179;45209430,43963943;45212351;45186016;45257511;44990569;45258179;45054302;44555827;44922077;45189967
rs_300435,usr_1178,"nhà đất Phường Khánh Hội dưới 2.8 tỷ dòng tiền tốt, 1 phòng ngủ, gần trung tâm thương mại",4,44256277;44779145;44817009;45074852,44256277;44779145;44817009;45245637;44653498;45249214;45074852;44673778;45130115;44969367,44779145;44817009;45074852;45199044;44586268;44256277;44456588;45110391;44784446;44864723
rs_300436,usr_1178,"nhà đất Phường Đức Nhuận dưới 2.8 tỷ dòng tiền tốt, 1 phòng ngủ, gần trung tâm thương mại",4,45075183;45082533;45255723;45257856,45207820;45202069;45198077;45200939;45075183;45082533;45255723;45257856;45252566;45231497,45075183;45082533;44618700;45257856;45259507;44101006;45255723;45175377;44102841;45224366
rs_300437,usr_1179,"nhà đất Phường Thông Tây Hội dưới 6.2 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, có thang máy",1,45256206,45080935;44596675;44574462;45117378;45256206;45265868;45232601;45212157;45011234;44790683,45088684;44800993;45256206;45252025;44979444;44961717;45012028;45132591;45174871;45046696
rs_300438,usr_1179,"căn hộ Phường Cát Lái dưới 6.2 tỷ cho gia đình, 1 phòng ngủ, có thang máy",7,44400338;44400867;43849134;45173212;45209882;45189772;45155379,44400338;44400867;43849134;45173212;45209882;45189772;45011469;44945202;45155379;45200102,44400867;44400338;43849134;45209882;45173212;45189772;45155379;45186771;44607260;45195327
rs_300439,usr_1179,"tìm nhà đất Phường Thông Tây Hội dưới 6.2 tỷ gần trường học, 1 phòng ngủ, có thang máy",2,44596675;45256206,45080935;44596675;44574462;45117378;45256206;45265868;45232601;45212157;45011234;44790683,45132591;44979444;45088684;44596675;45144119;45256206;45012028;45157309;45160333;45136621
rs_300440,usr_1180,"mua nhà đất đầu tư ở Phường Vũng Tàu pháp lý rõ ràng, dưới 7.4 tỷ, 2 phòng ngủ, gần trường học",4,45186062;45105664;45249483;45251169,45186062;45105664;43122633;44958409;45212454;44751866;44775919;45249483;45251169;45197030,45249483;45251488;42177453;45251420;45251169;45162550;45263889;45186062;45105664;44772974
rs_300441,usr_1180,"nhà đất Phường Vũng Tàu dưới 7.4 tỷ cho thuê lại được, 2 phòng ngủ, gần trường học",5,45186062;45105664;43122633;44958409;45251169,45186062;45105664;43122633;44958409;45212454;44751866;44775919;45249483;45251169;45197030,42177453;45251488;45251420;43122633;44958409;45251169;43427039;45186062;41019599;45105664
rs_300442,usr_1181,"tìm căn hộ Xã Nhà Bè dưới 6.0 tỷ gần trường học, 1 phòng ngủ, có hồ bơi",2,44986524;44887604,44986524;44887604;43830855;44134283;44315816;44949894;45256662;45253417;45241427;44955264,45054263;45206999;44940395;44995869;44887604;45201395;44829409;44986524;43529622;44635628
rs_300443,usr_1181,"căn hộ Xã Nhà Bè dưới 6.0 tỷ cho gia đình, 1 phòng ngủ, có hồ bơi",1,44949894,44986524;44887604;43830855;44134283;44315816;44949894;45256662;45253417;45241427;44955264,45069226;45054263;44340134;44995869;45159575;45253260;44829409;45261598;44949894;44385645
rs_300444,usr_1182,"nhà đất Phường Gia Định dưới 2.7 tỷ cho thuê lại được, 1 phòng ngủ, gần trung tâm thương mại",5,45266795;45244476;44623799;44871995;44895620,44426090;44687019;43493098;45266795;45244476;44623799;44871995;43411719;44895620;45056889,44992813;44623799;44807149;44895620;43989563;45266795;44871995;45254655;45244476;43927551
rs_300445,usr_1182,"tìm nhà đất Phường Gia Định dưới 2.7 tỷ tiềm năng tăng giá, 1 phòng ngủ, gần trung tâm thương mại",6,44687019;45266795;45244476;44623799;44871995;44895620,44426090;44687019;43493098;45266795;45244476;44623799;44871995;43411719;44895620;45056889,44623799;44992813;44807149;44895620;45244476;45266795;45254655;43989563;44871995;44687019
rs_300446,usr_1183,"nhà ở Phường Long Bình thoáng mát 2pn, dưới 21.1 tỷ, có bãi đỗ xe",1,44707165,45144378;44707165;45222670;43317425;43241856;44756510;43960856;44193699;43321672;45266104,45066832;44707165;44363864;44936092;45245900;45230461;45139928;45024824;45066979;45222316
rs_300447,usr_1183,"cần mua nhà đất 2 phòng ngủ ở Phường Long Bình để ở, dưới 21.1 tỷ, có bãi đỗ xe",3,45144378;43321672;45266104,45144378;44707165;45222670;43317425;43241856;44756510;43960856;44193699;43321672;45266104,45266104;45144378;43537623;43321672;44469361;44350831;44286055;43572439;44748012;44397902
rs_300448,usr_1183,"cần mua nhà đất 2 phòng ngủ ở Phường Long Bình để ở, dưới 21.1 tỷ, có bãi đỗ xe",1,44707165,45144378;44707165;45222670;43317425;43241856;44756510;43960856;44193699;43321672;45266104,44707165;45066832;44363864;45139928;45245900;45222316;45230461;45066979;42777274;44936092
rs_300449,usr_1184,"căn hộ Phường Bảy Hiền dưới 2.3 tỷ cho gia đình, 2 phòng ngủ, gần trường học",5,44456711;45215996;45221253;45204859;45250379,44456711;45215996;43817305;44943702;44350421;44113870;45172574;45221253;45204859;45250379,45260967;45215996;45261455;45250379;45159692;44456711;45204859;45221253;44977392;45155061
rs_300450,usr_1184,"tìm căn hộ Phường Bảy Hiền dưới 2.3 tỷ gần trường học, 2 phòng ngủ",5,44456711;45215996;44113870;45172574;45250379,44456711;45215996;43817305;44943702;44350421;44113870;45172574;45221253;45204859;45250379,45215996;44456711;45250379;45172574;44113870;45260967;45159692;45261455;44922077;45078531
rs_300451,usr_1185,"nhà đất Phường An Hội Tây dưới 2.5 tỷ cho thuê gần metro, 2 phòng ngủ, gần trường học",0,,45019732;44102172;45247172;43499957;45128479;44907090;44950030;45204682;45206256;45203024,45071367;45255747;45251031;45267089;45075817;45266627;45256975;45085092;45258990;45137354
rs_300452,usr_1185,"cần thuê nhà đất Phường An Khánh full nội thất, dưới 2.5 tỷ, 2 phòng ngủ, gần trường học",0,,44508062;45178550;43955966;45174323;45153972;44516802;44464713;45032566;34061984;40990762,45051102;45158302;45256036;44652527;44364238;45073172;44927823;45213691;45138441;45144435
rs_300453,usr_1186,"nhà ở Phường Bình Lợi Trung thoáng mát 2pn, dưới 2.6 tỷ, gần trường học",5,44871874;45265794;44538130;45025539;45264187,44150181;44871874;45265794;44538130;45025539;45239592;45264187;44653894;45222316;43216915,44871874;45264187;45265794;44282818;45262066;44538130;44867301;45025539;45152520;45224328
rs_300454,usr_1186,"tìm nhà đất Phường Bình Lợi Trung dưới 2.6 tỷ gần trường học, 2 phòng ngủ",6,44150181;44871874;45265794;44538130;45025539;45264187,44150181;44871874;45265794;44538130;45025539;45239592;45264187;44653894;45222316;43216915,44871874;45264187;45265794;44150181;44538130;45262066;44867301;45025539;45152520;45047466
rs_300455,usr_1186,"nhà ở Phường Bình Lợi Trung thoáng mát 2pn, dưới 2.6 tỷ, gần trường học",5,44871874;45265794;44538130;45025539;45264187,44150181;44871874;45265794;44538130;45025539;45239592;45264187;44653894;45222316;43216915,44282818;44871874;45264187;45265794;45262066;44538130;44867301;45025539;45152520;45224328
rs_300456,usr_1187,"cần mua căn hộ 2 phòng ngủ ở Phường Nhiêu Lộc để ở, dưới 2.5 tỷ, gần trường học",0,,44939217;44729161;44954267;45201401;45093795;45054822;45252083;45144854;43981180;44222475,45197190;44945503;45073124;45197810;45017137;45177611;44922077;45196185;45179775;45162235
rs_300457,usr_1187,"căn hộ Phường Nhiêu Lộc dưới 2.5 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",2,45252083;43981180,44939217;44729161;44954267;45201401;45093795;45054822;45252083;45144854;43981180;44222475,45252083;43459744;43981180;43683976;43676269;44623266;44617350;45215285;44638795;44730435
rs_300458,usr_1188,"nhà đất Phường Tân Sơn Hòa dưới 2.4 tỷ cho gia đình, 2 phòng ngủ, gần trường học",5,45224513;45210079;45183885;42045091;45260350,45160107;45000212;44542346;45224513;45210079;45116083;45183885;42045091;45260350;44756621,45260350;42045091;44793585;45210079;45173915;45224513;45183885;44454285;45108854;45205934
rs_300459,usr_1188,"nhà ở Phường Bình Đông thoáng mát 2pn, dưới 2.4 tỷ, gần trường học",6,43963943;45257511;44990569;44555827;45054302;45258179,43963943;45257511;44990569;44555827;45212351;45186016;45054302;45258179;45212198;45209430,45257511;45054302;44990569;45258179;43963943;45105953;44555827;44922077;45170744;44256714
rs_300460,usr_1189,"tìm nhà đất Phường Bàn Cờ dưới 6.1 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",2,45243471;45111083,45243471;45240745;45177946;44920655;45197057;44732699;45237139;45128430;45111083;45244640,45111083;43376549;44586946;45238136;45243471;44468549;45197820;43900696;45209973;44334707
rs_300461,usr_1189,"nhà đất Phường Bàn Cờ dưới 6.1 tỷ dòng tiền tốt, 2 phòng ngủ, gần trường học",2,45243471;45111083,45243471;45240745;45177946;44920655;45197057;44732699;45237139;45128430;45111083;45244640,45111083;43376549;44586946;45243471;45238136;44468549;45197820;43900696;45209973;45245437
rs_300462,usr_1190,"nhà đất Phường Tân Sơn Nhất dưới 2.6 tỷ dòng tiền tốt, 2 phòng ngủ, gần trường học",2,45152166;45236779,45011708;44493837;44840966;45152166;45175429;45227137;45236779;43906503;45206703;45206360,44588604;44418681;45256244;44490870;44773246;44965090;45236779;41491999;45152166;40503409
rs_300463,usr_1190,"tìm căn hộ Phường Hòa Hưng dưới 2.6 tỷ tiềm năng tăng giá, 2 phòng ngủ, gần trường học",2,45255963;45255223,45255963;44140279;45263608;45255223;44059695;44859306;45144302;45230335;45228388;45224178,45260467;45255963;45255223;45161667;43598350;43903589;45187744;43517731;42764854;43900905
rs_300464,usr_1191,"nhà ở Phường Phú Định thoáng mát 1pn, dưới 6.7 tỷ, có thang máy",2,45131129;45237780,45269276;45131129;45169945;43634809;44326273;44819431;44996895;45237780;45154879;45099519,45131129;44492641;44372189;44743197;45111637;45079321;45116396;45085834;45054328;45237780
rs_300465,usr_1191,"căn hộ Phường Long Bình dưới 6.7 tỷ cho vợ chồng mới cưới, 1 phòng ngủ, có thang máy",2,43321672;45266104,45222670;44063983;43317425;45161272;43241856;44756510;43589492;43321672;45266104;45084822,43572439;43537623;45266104;44048727;43321672;44286055;44034581;43960856;43436120;44288363
rs_300466,usr_1191,"nhà ở Phường Phú Định thoáng mát 1pn, dưới 6.7 tỷ, có thang máy",4,45269276;45131129;45169945;43634809,45269276;45131129;45169945;43634809;44326273;44819431;44996895;45237780;45154879;45099519,45131129;42886620;45169945;43634809;44492641;45269276;44743197;45111637;45141155;43662693
rs_300467,usr_1192,"nhà ở Phường Thủ Đức thoáng mát 2pn, dưới 2.3 tỷ, gần trường học",0,,45138441;45220153;45157460;45236756;44417445;43015737;44673808;45072572;45050074;45157561,45266517;45070876;45262674;45263200;45259731;39130038;44935139;42379055;45265156;45267067
rs_300468,usr_1192,"nhà đất Phường Phú Nhuận dưới 2.3 tỷ cho gia đình, 2 phòng ngủ, gần trường học",1,45261537,45261537;45189864;45036689;45025194;45267558;44994985;45079987;45263166;43775385;45214659,45075183;45272297;45255723;45261537;44784242;45265897;45266718;45252566;44101006;44939112
rs_300469,usr_1192,"nhà đất Phường Thủ Đức dưới 2.3 tỷ cho gia đình, 2 phòng ngủ, gần trường học",4,45138441;45157460;45236756;43015737,45138441;45220153;45157460;45236756;44417445;43015737;44673808;45072572;45050074;45157561,45070876;45097287;45157460;45267067;44951460;40970351;45236756;43015737;45138441;45145693
rs_300470,usr_1193,"nhà đất Xã Tân Vĩnh Lộc dưới 2.2 tỷ dòng tiền tốt, 1 phòng ngủ, gần trung tâm thương mại",4,45077780;44963047;45190196;45104177,45077780;44963047;45190196;45104177;45122141;45267186;45190121;45092572;44868190;44740670,45077780;45190196;44963047;45104177;45247769;44532175;44229900;45227552;45090864;45200898
rs_300471,usr_1193,"tìm nhà đất Xã Tân Vĩnh Lộc dưới 2.2 tỷ tiềm năng tăng giá, 1 phòng ngủ, gần trung tâm thương mại",4,45077780;44963047;45190196;45104177,45077780;44963047;45190196;45104177;45122141;45267186;45190121;45092572;44868190;44740670,45077780;45190196;44963047;45104177;44785182;45240735;45052937;45056608;45247769;44532175
rs_300472,usr_1193,"nhà đất Xã Tân Vĩnh Lộc dưới 2.2 tỷ cho thuê lại được, 1 phòng ngủ, gần trung tâm thương mại",4,45077780;44963047;45190196;45104177,45077780;44963047;45190196;45104177;45122141;45267186;45190121;45092572;44868190;44740670,45077780;45190196;44963047;45104177;45247769;44532175;45227552;44881404;45200898;45090864
rs_300473,usr_1194,"tìm phòng căn hộ ở Phường Nhiêu Lộc dưới 2.3 tỷ, 2 phòng ngủ, có phòng gym",3,43981180;43683976;43676269,44939217;44729161;43981180;44222475;44687572;43683976;43676269;44901153;45118442;44742848,45252083;43981180;43459744;43676269;43683976;44623266;45147655;44638795;45197190;44732057
rs_300474,usr_1194,"căn hộ Phường Nhiêu Lộc dưới 2.3 tỷ cho thuê gần metro, 2 phòng ngủ, có phòng gym",3,44939217;44222475;44687572,44939217;44729161;43981180;44222475;44687572;43683976;43676269;44901153;45118442;44742848,44623266;44939217;44687572;44052208;44638795;45147655;44617350;44732057;44730435;44222475
rs_300475,usr_1194,"cần thuê căn hộ Phường Nhiêu Lộc full nội thất, dưới 2.3 tỷ, 2 phòng ngủ, có phòng gym",3,43981180;43683976;43676269,44939217;44729161;43981180;44222475;44687572;43683976;43676269;44901153;45118442;44742848,43981180;43459744;45252083;43676269;43683976;44623266;45147655;44732057;44638795;45125747
rs_300476,usr_1195,"tìm nhà đất Phường Phú Nhuận dưới 24.2 tỷ gần trường học, 3 phòng ngủ",2,45261537;45267558,45261537;45267558;45079987;45189864;45036689;45025194;44994985;45263166;43775385;44939112,45252566;45261537;45267558;45264351;44881605;45192385;45158802;45198077;45042172;45180105
rs_300477,usr_1195,"tìm nhà đất Phường An Phú Đông dưới 24.2 tỷ gần trường học, 3 phòng ngủ",2,45127270;45250947,45127270;44390382;44670333;45083827;45192019;44639724;44269504;45180546;45250947;45236207,45016734;45120025;45127270;45250947;45016136;44139929;45071210;45199407;44619715;45004615
rs_300478,usr_1196,"tìm phòng nhà đất ở Phường Bình Tân dưới 2.7 tỷ, 2 phòng ngủ, gần trường học",1,45269300,45074990;45007564;45242353;45080258;45066544;44928768;45269300;45116282;45232540;45118179,45050264;45256250;45250342;45137798;45256146;45256231;45250656;45269300;45270265;45256237
rs_300479,usr_1196,"tìm phòng nhà đất ở Phường Hòa Hưng dưới 2.7 tỷ, 2 phòng ngủ, gần trường học",2,45255223;45263608,45255223;44140279;45263608;44059695;44859306;45144302;45230335;45228388;45224178;45189972,45260467;45255223;45255963;43598350;43903589;42764854;43517731;43900905;45263608;45161667
rs_300480,usr_1196,"thuê nhà đất Phường Gia Định 2 phòng ngủ dưới 2.7 tỷ, gần trường học",3,45266795;44623799;44895620,45266795;44623799;44895620;45231699;43220620;44893724;44875460;42981800;44910889;44877318,44623799;44992813;45266795;44807149;44895620;44871995;43927551;45254655;43989563;45205943
rs_300481,usr_1197,"nhà ở Phường Cầu Kiệu thoáng mát 2pn, dưới 6.9 tỷ, gần trường học",1,45042172,45184555;45158802;45075879;45104610;45042172;44984489;44770429;44805963;44881605;44970677,45272297;45042172;44966659;45265897;45266718;45128126;45085394;45094268;45196417;45252747
rs_300482,usr_1197,"tìm nhà đất Phường Cầu Kiệu dưới 6.9 tỷ gần trường học, 2 phòng ngủ",1,45042172,45184555;45158802;45075879;45104610;45042172;44984489;44770429;44805963;44881605;44970677,45272297;45042172;44966659;45265897;45266718;45188877;45128126;45259017;45085394;45252747
rs_300483,usr_1197,"tìm nhà đất Phường Cầu Kiệu dưới 6.9 tỷ gần trường học, 2 phòng ngủ",1,45042172,45184555;45158802;45075879;45104610;45042172;44984489;44770429;44805963;44881605;44970677,45272297;45042172;44966659;45265897;45266718;45188877;45128126;45259017;45085394;45252747
rs_300484,usr_1198,"tìm nhà đất Phường Bình Hưng Hòa dưới 2.4 tỷ gần trường học, 2 phòng ngủ",5,45115150;44585936;45213691;45104084;45181336,45115150;44585936;45213691;45247355;45104084;44695109;45039093;44609746;45181336;45067446,45256237;44987007;44585936;45181336;45115150;45104084;45178935;44944990;45185441;45213691
rs_300485,usr_1198,"nhà đất Phường Bình Hưng Hòa dưới 2.4 tỷ cho vợ chồng mới cưới, 2 phòng ngủ, gần trường học",4,45115150;44585936;45104084;45181336,45115150;44585936;45213691;45247355;45104084;44695109;45039093;44609746;45181336;45067446,45256237;44987007;45115150;45181336;44585936;44944990;45185441;45178935;45104084;45104974
rs_300486,usr_1199,"cần mua căn hộ 2 phòng ngủ ở Phường Cầu Ông Lãnh để ở, dưới 7.7 tỷ, gần trường học",2,44840033;44391654,45104453;44870935;44888200;45057652;44840033;44976878;44483330;44791321;43927670;44391654,44391654;45032566;43161489;44130737;45165004;44840033;45177611;44238591;45234636;40990762
rs_300487,usr_1199,"cần mua nhà đất 2 phòng ngủ ở Phường Thới An để ở, dưới 7.7 tỷ, gần trường học",1,44790560,45202146;44837259;45149696;44781986;44855408;44364238;44816274;45091675;44962250;44790560,45265219;45111612;45257346;45255012;45266745;44790560;45251312;45151537;45109121;45236774
